file name,event start time,event end time, event width,event depth,event interval
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1059.8644,1060.2726,0.4082,68.5543170653,2.5502
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1062.4846,1062.8424,0.3578,67.9997074666,2.212
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1064.3468,1064.3762,0.0294,68.725989766,1.5044
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1065.0018,1065.373,0.3712,68.2332943686,0.6256
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1065.7216,1065.882,0.1604,68.187013043,0.3486
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1067.4428,1067.453,0.0102,70.1468666705,1.5608
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1069.1204,1069.1758,0.0554,68.7488733483,1.6674
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1072.6128,1072.6912,0.0784,68.5312891995,3.437
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1075.4426,1075.4818,0.0392,68.5737200803,2.7514
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1075.6424,1075.7258,0.0834,68.6774602174,0.1606
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1078.3438,1078.3828,0.039,69.0533256085,2.618
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1078.7124,1078.843,0.1306,68.5818078146,0.3296
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1078.9958,1079.014,0.0182,68.837749882,0.1528
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1079.0352,1079.0436,0.0084,69.8809523228,0.0212
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1080.1996,1080.204,0.0044,70.1831389826,1.156
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1080.77,1080.9534,0.1834,71.3776590881,0.566
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1081.2798,1081.7976,0.5178,68.3303992053,0.3264
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1082.6122,1082.9368,0.3246,68.6518090098,0.8146
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1084.658,1084.7244,0.0664,68.5068052434,1.7212
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1085.6182,1085.6448,0.0266,68.3848955335,0.8938
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1085.7508,1085.8102,0.0594,68.3219313003,0.106
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1091.4762,1091.4958,0.0196,68.8409443509,5.666
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1092.067,1092.1144,0.0474,68.5795634209,0.5712
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1095.6558,1095.745,0.0892,68.6033945729,3.5414
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1097.5708,1097.5824,0.0116,68.7770022899,1.8258
DESKTOP_B89791N_20181017_FAJ16330_MN18839_TBA_Preload_run_FH101718_9_17093.fast5_Channel_20,1100.1896,1100.263,0.0734,68.1453475112,2.6072
 
